user_id,datetime,step,version
50,2020-10-07 14:34:09,4 - services & options,B
50,2020-10-07 14:36:09,5 - PCE / PDL,B
51,2020-10-05 17:43:29,1 - arrivée souscription,B
51,2020-10-05 17:47:19,2 - estimateur,B
51,2020-10-05 17:54:09,3 - devis & info persos,B
51,2020-10-05 17:58:59,4 - services & options,B
51,2020-10-05 18:01:49,5 - PCE / PDL,B
52,2020-10-07 10:47:51,1 - arrivée souscription,B
53,2020-10-04 12:51:19,1 - arrivée souscription,A
54,2020-10-04 14:45:53,1 - arrivée souscription,B
54,2020-10-04 14:50:03,2 - estimateur,B
54,2020-10-04 14:53:13,3 - devis & info persos,B
54,2020-10-04 14:59:23,4 - services & options,B
55,2020-10-15 12:03:19,1 - arrivée souscription,A
55,2020-10-15 12:07:19,2 - estimateur,A
55,2020-10-15 12:12:19,3 - devis & info persos,A
55,2020-10-15 12:18:19,4 - services & options,A
55,2020-10-15 12:22:19,5 - PCE / PDL,A
56,2020-10-09 10:07:37,1 - arrivée souscription,A
56,2020-10-09 10:08:47,2 - estimateur,A
56,2020-10-09 10:09:57,3 - devis & info persos,A
56,2020-10-09 10:10:07,4 - services & options,A
56,2020-10-09 10:13:17,5 - PCE / PDL,A
56,2020-10-09 10:12:27,6 - Facturation & paiement,A
56,2020-10-09 10:14:37,7 - Récap,A
56,2020-10-09 10:14:47,8 - Fini !,A
57,2020-10-10 18:16:24,1 - arrivée souscription,A
57,2020-10-10 18:21:04,2 - estimateur,A
57,2020-10-10 18:24:44,3 - devis & info persos,A
57,2020-10-10 18:29:24,4 - services & options,A
57,2020-10-10 18:36:04,5 - PCE / PDL,A
57,2020-10-10 18:39:44,6 - Facturation & paiement,A
57,2020-10-10 18:44:24,7 - Récap,A
57,2020-10-10 18:49:04,8 - Fini !,A
58,2020-10-01 17:55:10,1 - arrivée souscription,A
58,2020-10-01 17:58:50,2 - estimateur,A
58,2020-10-01 18:05:30,3 - devis & info persos,A
58,2020-10-01 18:08:10,4 - services & options,A
58,2020-10-01 18:13:50,5 - PCE / PDL,A
58,2020-10-01 18:17:30,6 - Facturation & paiement,A
59,2020-10-10 12:05:55,1 - arrivée souscription,B
59,2020-10-10 12:07:55,2 - estimateur,B
59,2020-10-10 12:11:55,3 - devis & info persos,B
59,2020-10-10 12:14:55,4 - services & options,B
59,2020-10-10 12:16:55,5 - PCE / PDL,B
60,2020-10-03 17:06:08,1 - arrivée souscription,B
60,2020-10-03 17:08:18,2 - estimateur,B
60,2020-10-03 17:12:28,3 - devis & info persos,B
60,2020-10-03 17:16:38,4 - services & options,B
60,2020-10-03 17:18:48,5 - PCE / PDL,B
60,2020-10-03 17:22:58,6 - Facturation & paiement,B
60,2020-10-03 17:25:08,7 - Récap,B
60,2020-10-03 17:27:18,8 - Fini !,B
61,2020-10-08 18:42:54,1 - arrivée souscription,A
61,2020-10-08 18:45:24,2 - estimateur,A
61,2020-10-08 18:45:54,3 - devis & info persos,A
61,2020-10-08 18:46:24,4 - services & options,A
61,2020-10-08 18:47:54,5 - PCE / PDL,A
62,2020-10-02 09:20:23,1 - arrivée souscription,B
62,2020-10-02 09:21:33,2 - estimateur,B
62,2020-10-02 09:23:43,3 - devis & info persos,B
62,2020-10-02 09:27:53,4 - services & options,B
62,2020-10-02 09:28:03,5 - PCE / PDL,B
62,2020-10-02 09:30:13,6 - Facturation & paiement,B
62,2020-10-02 09:33:23,7 - Récap,B
63,2020-10-15 13:32:26,1 - arrivée souscription,A
63,2020-10-15 13:35:16,2 - estimateur,A
63,2020-10-15 13:35:06,3 - devis & info persos,A
63,2020-10-15 13:37:56,4 - services & options,A
63,2020-10-15 13:38:46,5 - PCE / PDL,A
63,2020-10-15 13:41:36,6 - Facturation & paiement,A
63,2020-10-15 13:43:26,7 - Récap,A
63,2020-10-15 13:44:16,8 - Fini !,A
64,2020-10-12 13:58:14,1 - arrivée souscription,A
64,2020-10-12 14:00:54,2 - estimateur,A
64,2020-10-12 14:04:34,3 - devis & info persos,A
64,2020-10-12 14:10:14,4 - services & options,A
65,2020-10-09 11:45:01,1 - arrivée souscription,B
65,2020-10-09 11:47:01,2 - estimateur,B
66,2020-10-05 20:28:02,1 - arrivée souscription,A
66,2020-10-05 20:31:22,2 - estimateur,A
66,2020-10-05 20:37:42,3 - devis & info persos,A
66,2020-10-05 20:40:02,4 - services & options,A
66,2020-10-05 20:46:22,5 - PCE / PDL,A
67,2020-10-01 12:31:36,1 - arrivée souscription,B
67,2020-10-01 12:35:56,2 - estimateur,B
67,2020-10-01 12:40:16,3 - devis & info persos,B
67,2020-10-01 12:44:36,4 - services & options,B
67,2020-10-01 12:48:56,5 - PCE / PDL,B
67,2020-10-01 12:54:16,6 - Facturation & paiement,B
67,2020-10-01 12:56:36,7 - Récap,B
67,2020-10-01 13:01:56,8 - Fini !,B
68,2020-10-12 08:34:31,1 - arrivée souscription,A
68,2020-10-12 08:37:11,2 - estimateur,A
68,2020-10-12 08:42:51,3 - devis & info persos,A
68,2020-10-12 08:44:31,4 - services & options,A
68,2020-10-12 08:48:11,5 - PCE / PDL,A
68,2020-10-12 08:51:51,6 - Facturation & paiement,A
69,2020-10-13 10:10:27,1 - arrivée souscription,A
69,2020-10-13 10:16:27,2 - estimateur,A
69,2020-10-13 10:20:27,3 - devis & info persos,A
69,2020-10-13 10:26:27,4 - services & options,A
70,2020-10-11 09:11:33,1 - arrivée souscription,A
70,2020-10-11 09:12:53,2 - estimateur,A
70,2020-10-11 09:13:13,3 - devis & info persos,A
70,2020-10-11 09:14:33,4 - services & options,A
70,2020-10-11 09:17:53,5 - PCE / PDL,A
70,2020-10-11 09:19:13,6 - Facturation & paiement,A
70,2020-10-11 09:19:33,7 - Récap,A
70,2020-10-11 09:20:53,8 - Fini !,A
71,2020-10-03 15:04:38,1 - arrivée souscription,B
71,2020-10-03 15:07:58,2 - estimateur,B
71,2020-10-03 15:10:18,3 - devis & info persos,B
71,2020-10-03 15:14:38,4 - services & options,B
72,2020-10-07 15:09:03,1 - arrivée souscription,A
72,2020-10-07 15:12:03,2 - estimateur,A
72,2020-10-07 15:14:03,3 - devis & info persos,A
73,2020-10-04 08:48:43,1 - arrivée souscription,B
74,2020-10-06 11:45:09,1 - arrivée souscription,B
74,2020-10-06 11:48:49,2 - estimateur,B
74,2020-10-06 11:49:29,3 - devis & info persos,B
74,2020-10-06 11:53:09,4 - services & options,B
75,2020-10-05 10:28:43,1 - arrivée souscription,A
75,2020-10-05 10:32:53,2 - estimateur,A
75,2020-10-05 10:37:03,3 - devis & info persos,A
75,2020-10-05 10:41:13,4 - services & options,A
76,2020-10-14 16:30:02,1 - arrivée souscription,B
76,2020-10-14 16:32:02,2 - estimateur,B
76,2020-10-14 16:34:02,3 - devis & info persos,B
76,2020-10-14 16:35:02,4 - services & options,B
76,2020-10-14 16:38:02,5 - PCE / PDL,B
76,2020-10-14 16:40:02,6 - Facturation & paiement,B
76,2020-10-14 16:43:02,7 - Récap,B
76,2020-10-14 16:45:02,8 - Fini !,B
77,2020-10-02 17:05:41,1 - arrivée souscription,B
77,2020-10-02 17:07:21,2 - estimateur,B
77,2020-10-02 17:11:01,3 - devis & info persos,B
77,2020-10-02 17:12:41,4 - services & options,B
77,2020-10-02 17:15:21,5 - PCE / PDL,B
77,2020-10-02 17:20:01,6 - Facturation & paiement,B
77,2020-10-02 17:21:41,7 - Récap,B
77,2020-10-02 17:24:21,8 - Fini !,B
78,2020-10-04 10:36:52,1 - arrivée souscription,A
78,2020-10-04 10:40:32,2 - estimateur,A
78,2020-10-04 10:46:12,3 - devis & info persos,A
78,2020-10-04 10:49:52,4 - services & options,A
78,2020-10-04 10:56:32,5 - PCE / PDL,A
78,2020-10-04 11:00:12,6 - Facturation & paiement,A
78,2020-10-04 11:03:52,7 - Récap,A
78,2020-10-04 11:10:32,8 - Fini !,A
79,2020-10-12 10:39:17,1 - arrivée souscription,B
80,2020-10-15 08:38:25,1 - arrivée souscription,B
81,2020-10-14 14:57:46,1 - arrivée souscription,A
81,2020-10-14 15:02:06,2 - estimateur,A
82,2020-10-11 16:22:00,1 - arrivée souscription,A
82,2020-10-11 16:23:50,2 - estimateur,A
82,2020-10-11 16:22:40,3 - devis & info persos,A
82,2020-10-11 16:23:30,4 - services & options,A
82,2020-10-11 16:25:20,5 - PCE / PDL,A
82,2020-10-11 16:26:10,6 - Facturation & paiement,A
82,2020-10-11 16:26:00,7 - Récap,A
82,2020-10-11 16:26:50,8 - Fini !,A
83,2020-10-03 17:54:37,1 - arrivée souscription,B
83,2020-10-03 17:55:07,2 - estimateur,B
84,2020-10-04 08:57:49,1 - arrivée souscription,A
84,2020-10-04 09:00:19,2 - estimateur,A
85,2020-10-02 10:26:22,1 - arrivée souscription,B
85,2020-10-02 10:30:52,2 - estimateur,B
85,2020-10-02 10:32:22,3 - devis & info persos,B
85,2020-10-02 10:35:52,4 - services & options,B
85,2020-10-02 10:41:22,5 - PCE / PDL,B
85,2020-10-02 10:44:52,6 - Facturation & paiement,B
85,2020-10-02 10:47:22,7 - Récap,B
85,2020-10-02 10:50:52,8 - Fini !,B
86,2020-10-02 19:52:28,1 - arrivée souscription,B
86,2020-10-02 19:55:58,2 - estimateur,B
86,2020-10-02 20:00:28,3 - devis & info persos,B
86,2020-10-02 20:06:58,4 - services & options,B
86,2020-10-02 20:09:28,5 - PCE / PDL,B
86,2020-10-02 20:15:58,6 - Facturation & paiement,B
86,2020-10-02 20:18:28,7 - Récap,B
86,2020-10-02 20:24:58,8 - Fini !,B
87,2020-10-11 08:59:25,1 - arrivée souscription,B
87,2020-10-11 09:04:25,2 - estimateur,B
87,2020-10-11 09:08:25,3 - devis & info persos,B
87,2020-10-11 09:15:25,4 - services & options,B
87,2020-10-11 09:18:25,5 - PCE / PDL,B
88,2020-10-07 17:30:43,1 - arrivée souscription,B
88,2020-10-07 17:33:33,2 - estimateur,B
88,2020-10-07 17:36:23,3 - devis & info persos,B
88,2020-10-07 17:39:13,4 - services & options,B
89,2020-10-10 15:42:13,1 - arrivée souscription,B
89,2020-10-10 15:45:03,2 - estimateur,B
89,2020-10-10 15:44:53,3 - devis & info persos,B
89,2020-10-10 15:46:43,4 - services & options,B
89,2020-10-10 15:48:33,5 - PCE / PDL,B
89,2020-10-10 15:51:23,6 - Facturation & paiement,B
90,2020-10-15 11:18:48,1 - arrivée souscription,A
90,2020-10-15 11:22:48,2 - estimateur,A
90,2020-10-15 11:25:48,3 - devis & info persos,A
90,2020-10-15 11:30:48,4 - services & options,A
90,2020-10-15 11:34:48,5 - PCE / PDL,A
90,2020-10-15 11:38:48,6 - Facturation & paiement,A
90,2020-10-15 11:42:48,7 - Récap,A
90,2020-10-15 11:46:48,8 - Fini !,A
91,2020-10-10 18:44:58,1 - arrivée souscription,A
91,2020-10-10 18:47:08,2 - estimateur,A
91,2020-10-10 18:49:18,3 - devis & info persos,A
91,2020-10-10 18:51:28,4 - services & options,A
91,2020-10-10 18:53:38,5 - PCE / PDL,A
92,2020-10-13 19:43:18,1 - arrivée souscription,A
92,2020-10-13 19:47:08,2 - estimateur,A
92,2020-10-13 19:47:58,3 - devis & info persos,A
93,2020-10-10 19:15:48,1 - arrivée souscription,B
94,2020-10-12 19:27:46,1 - arrivée souscription,A
94,2020-10-12 19:32:26,2 - estimateur,A
95,2020-10-10 13:32:01,1 - arrivée souscription,B
95,2020-10-10 13:37:01,2 - estimateur,B
95,2020-10-10 13:41:01,3 - devis & info persos,B
95,2020-10-10 13:48:01,4 - services & options,B
95,2020-10-10 13:51:01,5 - PCE / PDL,B
96,2020-10-10 16:15:48,1 - arrivée souscription,B
97,2020-10-05 13:53:23,1 - arrivée souscription,B
97,2020-10-05 13:55:13,2 - estimateur,B
97,2020-10-05 13:56:03,3 - devis & info persos,B
97,2020-10-05 13:54:53,4 - services & options,B
98,2020-10-08 13:30:00,1 - arrivée souscription,A
98,2020-10-08 13:32:50,2 - estimateur,A
98,2020-10-08 13:33:40,3 - devis & info persos,A
98,2020-10-08 13:34:30,4 - services & options,A
99,2020-10-06 18:44:25,1 - arrivée souscription,B
99,2020-10-06 18:50:15,2 - estimateur,B
100,2020-10-02 13:33:04,1 - arrivée souscription,B
100,2020-10-02 13:33:04,2 - estimateur,B
100,2020-10-02 13:35:04,3 - devis & info persos,B
100,2020-10-02 13:37:04,4 - services & options,B
100,2020-10-02 13:36:04,5 - PCE / PDL,B
100,2020-10-02 13:37:04,6 - Facturation & paiement,B
100,2020-10-02 13:38:04,7 - Récap,B
100,2020-10-02 13:41:04,8 - Fini !,B
101,2020-10-10 11:59:03,1 - arrivée souscription,B
101,2020-10-10 12:02:13,2 - estimateur,B
101,2020-10-10 12:06:23,3 - devis & info persos,B
101,2020-10-10 12:08:33,4 - services & options,B
101,2020-10-10 12:11:43,5 - PCE / PDL,B
101,2020-10-10 12:13:53,6 - Facturation & paiement,B
101,2020-10-10 12:17:03,7 - Récap,B
101,2020-10-10 12:21:13,8 - Fini !,B
102,2020-10-08 09:37:17,1 - arrivée souscription,A
102,2020-10-08 09:37:07,2 - estimateur,A
102,2020-10-08 09:37:57,3 - devis & info persos,A
102,2020-10-08 09:40:47,4 - services & options,A
103,2020-10-07 11:19:17,1 - arrivée souscription,B
103,2020-10-07 11:23:17,2 - estimateur,B
103,2020-10-07 11:28:17,3 - devis & info persos,B
103,2020-10-07 11:34:17,4 - services & options,B
103,2020-10-07 11:38:17,5 - PCE / PDL,B
103,2020-10-07 11:44:17,6 - Facturation & paiement,B
103,2020-10-07 11:49:17,7 - Récap,B
103,2020-10-07 11:55:17,8 - Fini !,B
104,2020-10-09 16:26:34,1 - arrivée souscription,B
104,2020-10-09 16:28:24,2 - estimateur,B
104,2020-10-09 16:31:14,3 - devis & info persos,B
104,2020-10-09 16:36:04,4 - services & options,B
104,2020-10-09 16:36:54,5 - PCE / PDL,B
105,2020-10-06 17:17:30,1 - arrivée souscription,A
105,2020-10-06 17:20:20,2 - estimateur,A
105,2020-10-06 17:22:10,3 - devis & info persos,A
105,2020-10-06 17:22:00,4 - services & options,A
105,2020-10-06 17:24:50,5 - PCE / PDL,A
106,2020-10-10 11:17:18,1 - arrivée souscription,A
106,2020-10-10 11:17:28,2 - estimateur,A
107,2020-10-09 17:35:03,1 - arrivée souscription,B
107,2020-10-09 17:35:23,2 - estimateur,B
108,2020-10-14 15:35:04,1 - arrivée souscription,B
108,2020-10-14 15:38:24,2 - estimateur,B
108,2020-10-14 15:40:44,3 - devis & info persos,B
108,2020-10-14 15:45:04,4 - services & options,B
108,2020-10-14 15:49:24,5 - PCE / PDL,B
108,2020-10-14 15:51:44,6 - Facturation & paiement,B
